department_name,department_url,department_course_num,department_course_name,department_course_credit_type,department_course_url
Turkish (TKISH),https://www.washington.edu/students/timeschd/WIN2021/turkish.html,TKISH 499,UNDERGRAD RESEARCH,,https://www.washington.edu/students/crscat/turkish.html#tkish499
Turkish (TKISH),https://www.washington.edu/students/timeschd/WIN2021/turkish.html,TKISH 512,ELEMENTARY TURKISH,,https://www.washington.edu/students/crscat/turkish.html#tkish512
Turkish (TKISH),https://www.washington.edu/students/timeschd/WIN2021/turkish.html,TKISH 522,INTERMEDIATE TURKISH,,https://www.washington.edu/students/crscat/turkish.html#tkish522
Turkish (TKISH),https://www.washington.edu/students/timeschd/WIN2021/turkish.html,TKISH 600,INDEPNDNT STDY/RSCH,,https://www.washington.edu/students/crscat/turkish.html#tkish600
Ugaritic (UGARIT),https://www.washington.edu/students/timeschd/WIN2021/ugarit.html,,,,
Neurobiology (NBIO),https://www.washington.edu/students/timeschd/WIN2021/nbio.html,,,,
Neuroscience (NEUSCI),https://www.washington.edu/students/timeschd/WIN2021/neusci.html,NEUSCI 301,INTRO CELL NEURO,NW,https://www.washington.edu/students/crscat/neusci.html#neusci301
Neuroscience (NEUSCI),https://www.washington.edu/students/timeschd/WIN2021/neusci.html,18181,HST,,https://www.washington.edu/students/maps/map.cgi?HST
Neuroscience (NEUSCI),https://www.washington.edu/students/timeschd/WIN2021/neusci.html,18182,HST,,https://www.washington.edu/students/maps/map.cgi?HST
Neuroscience (NEUSCI),https://www.washington.edu/students/timeschd/WIN2021/neusci.html,18183,HST,,https://www.washington.edu/students/maps/map.cgi?HST
Neuroscience (NEUSCI),https://www.washington.edu/students/timeschd/WIN2021/neusci.html,18184,HST,,https://www.washington.edu/students/maps/map.cgi?HST
Neuroscience (NEUSCI),https://www.washington.edu/students/timeschd/WIN2021/neusci.html,NEUSCI 402,NEURO DISEASE,NW,https://www.washington.edu/students/crscat/neusci.html#neusci402
Neuroscience (NEUSCI),https://www.washington.edu/students/timeschd/WIN2021/neusci.html,NEUSCI 403,COMP NEURO,NW,https://www.washington.edu/students/crscat/neusci.html#neusci403
Neuroscience (NEUSCI),https://www.washington.edu/students/timeschd/WIN2021/neusci.html,NEUSCI 445,QUANT METH NEUROSCI,NW,https://www.washington.edu/students/crscat/neusci.html#neusci445
Neuroscience (NEUSCI),https://www.washington.edu/students/timeschd/WIN2021/neusci.html,NEUSCI 450,NEUROSCI PAPERS,NW,https://www.washington.edu/students/crscat/neusci.html#neusci450
Neuroscience (NEUSCI),https://www.washington.edu/students/timeschd/WIN2021/neusci.html,NEUSCI 499,INDIV RES NEUROSCI,,https://www.washington.edu/students/crscat/neusci.html#neusci499
Ethics (ETHICS),https://www.washington.edu/students/timeschd/WIN2021/ethics.html,ETHICS 512,JUSTICE MATTERS,,https://www.washington.edu/students/crscat/ethics.html#ethics512
History and Philosophy of Science (HPS),https://www.washington.edu/students/timeschd/WIN2021/hps.html,HPS 400,COLLOQUIUM IN HPS,I&S/NW,https://www.washington.edu/students/crscat/hps.html#hps400
Philosophy (PHIL),https://www.washington.edu/students/timeschd/WIN2021/phil.html,PHIL 100,INTRO TO PHILOSOPHY,I&S,https://www.washington.edu/students/crscat/phil.html#phil100
Philosophy (PHIL),https://www.washington.edu/students/timeschd/WIN2021/phil.html,PHIL 120,INTRO TO LOGIC,"I&S/NW,QSR",https://www.washington.edu/students/crscat/phil.html#phil120
Philosophy (PHIL),https://www.washington.edu/students/timeschd/WIN2021/phil.html,PHIL 240,INTRO TO ETHICS,VLPA/I&S,https://www.washington.edu/students/crscat/phil.html#phil240
Philosophy (PHIL),https://www.washington.edu/students/timeschd/WIN2021/phil.html,PHIL 243,ENVIRONMENTAL ETHICS,VLPA/I&S,https://www.washington.edu/students/crscat/phil.html#phil243
Philosophy (PHIL),https://www.washington.edu/students/timeschd/WIN2021/phil.html,PHIL 301,INTERMEDIATE TOPICS,I&S,https://www.washington.edu/students/crscat/phil.html#phil301
Philosophy (PHIL),https://www.washington.edu/students/timeschd/WIN2021/phil.html,PHIL 314,CRIME & PUNISHMENT,I&S,https://www.washington.edu/students/crscat/phil.html#phil314
Philosophy (PHIL),https://www.washington.edu/students/timeschd/WIN2021/phil.html,PHIL 322,MODERN PHILOSOPHY,I&S,https://www.washington.edu/students/crscat/phil.html#phil322
Philosophy (PHIL),https://www.washington.edu/students/timeschd/WIN2021/phil.html,PHIL 340,HIST ANCIENT ETHICS,VLPA/I&S,https://www.washington.edu/students/crscat/phil.html#phil340
Philosophy (PHIL),https://www.washington.edu/students/timeschd/WIN2021/phil.html,PHIL 347,PHIL IN LITERATURE,VLPA/I&S,https://www.washington.edu/students/crscat/phil.html#phil347
Philosophy (PHIL),https://www.washington.edu/students/timeschd/WIN2021/phil.html,PHIL 398,PRACTICUM PHIL CHILD,,https://www.washington.edu/students/crscat/phil.html#phil398
Philosophy (PHIL),https://www.washington.edu/students/timeschd/WIN2021/phil.html,PHIL 401,ADV TOPICS IN PHIL,I&S,https://www.washington.edu/students/crscat/phil.html#phil401
Philosophy (PHIL),https://www.washington.edu/students/timeschd/WIN2021/phil.html,PHIL 411,JUSTICE HEALTH CARE,"VLPA/I&S,DIV",https://www.washington.edu/students/crscat/phil.html#phil411
Philosophy (PHIL),https://www.washington.edu/students/timeschd/WIN2021/phil.html,PHIL 426,20TH CENTURY PHILOS,I&S,https://www.washington.edu/students/crscat/phil.html#phil426
Philosophy (PHIL),https://www.washington.edu/students/timeschd/WIN2021/phil.html,PHIL 441,PUB HEALTH ETHICS,I&S,https://www.washington.edu/students/crscat/phil.html#phil441
Philosophy (PHIL),https://www.washington.edu/students/timeschd/WIN2021/phil.html,PHIL 460,PHIL OF SCIENCE,I&S/NW,https://www.washington.edu/students/crscat/phil.html#phil460
Philosophy (PHIL),https://www.washington.edu/students/timeschd/WIN2021/phil.html,PHIL 470,INTERMEDIATE LOGIC,"I&S/NW,QSR",https://www.washington.edu/students/crscat/phil.html#phil470
Philosophy (PHIL),https://www.washington.edu/students/timeschd/WIN2021/phil.html,PHIL 479,SEMANTICS II,VLPA/I&S/NW,https://www.washington.edu/students/crscat/phil.html#phil479
Philosophy (PHIL),https://www.washington.edu/students/timeschd/WIN2021/phil.html,PHIL 483,INDUCTION & PROBAB,I&S/NW,https://www.washington.edu/students/crscat/phil.html#phil483
Philosophy (PHIL),https://www.washington.edu/students/timeschd/WIN2021/phil.html,PHIL 484,READING IN PHILOS,,https://www.washington.edu/students/crscat/phil.html#phil484
Philosophy (PHIL),https://www.washington.edu/students/timeschd/WIN2021/phil.html,PHIL 498,INTERNSHIP,,https://www.washington.edu/students/crscat/phil.html#phil498
Philosophy (PHIL),https://www.washington.edu/students/timeschd/WIN2021/phil.html,PHIL 510,SMNR SOCIAL PHILOS,,https://www.washington.edu/students/crscat/phil.html#phil510
Philosophy (PHIL),https://www.washington.edu/students/timeschd/WIN2021/phil.html,PHIL 540,SEMINAR IN ETHICS,,https://www.washington.edu/students/crscat/phil.html#phil540
Philosophy (PHIL),https://www.washington.edu/students/timeschd/WIN2021/phil.html,PHIL 584,READING IN PHILOS,,https://www.washington.edu/students/crscat/phil.html#phil584
Philosophy (PHIL),https://www.washington.edu/students/timeschd/WIN2021/phil.html,PHIL 600,INDEPNDNT STDY/RSCH,,https://www.washington.edu/students/crscat/phil.html#phil600
Philosophy (PHIL),https://www.washington.edu/students/timeschd/WIN2021/phil.html,PHIL 800,DOCTORAL DISSERTATN,,https://www.washington.edu/students/crscat/phil.html#phil800
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 110,LIBERAL ARTS PHYS,"NW,QSR",https://www.washington.edu/students/crscat/phys.html#phys110
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 114,GENERAL PHYSICS,"NW,QSR",https://www.washington.edu/students/crscat/phys.html#phys114
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 115,HEAT FLUIDS E&M,NW,https://www.washington.edu/students/crscat/phys.html#phys115
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 116,WAVE OPTICS ATOMS,NW,https://www.washington.edu/students/crscat/phys.html#phys116
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 117,GENERAL PHYSICS LAB,NW,https://www.washington.edu/students/crscat/phys.html#phys117
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 118,GENERAL PHYSICS LAB,NW,https://www.washington.edu/students/crscat/phys.html#phys118
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 119,GENERAL PHYSICS LAB,NW,https://www.washington.edu/students/crscat/phys.html#phys119
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 121,MECHANICS,"NW,QSR",https://www.washington.edu/students/crscat/phys.html#phys121
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 122,ELECTROMAGNETISM,NW,https://www.washington.edu/students/crscat/phys.html#phys122
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 123,WAVES,NW,https://www.washington.edu/students/crscat/phys.html#phys123
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 142,H-ELECTROMAGNETISM,NW,https://www.washington.edu/students/crscat/phys.html#phys142
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 225,INTRO MOD MECHANICS,NW,https://www.washington.edu/students/crscat/phys.html#phys225
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 228,ELEM MATH PHYS,NW,https://www.washington.edu/students/crscat/phys.html#phys228
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 232,COMPUTATIONAL PHYS,NW,https://www.washington.edu/students/crscat/phys.html#phys232
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 294,PHYSICS FRONTIERS,NW,https://www.washington.edu/students/crscat/phys.html#phys294
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 322,ELECTROMAGNETISM,NW,https://www.washington.edu/students/crscat/phys.html#phys322
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 325,QUANTUM MECHANICS,NW,https://www.washington.edu/students/crscat/phys.html#phys325
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 334,ELECT CIRCUITS LAB,NW,https://www.washington.edu/students/crscat/phys.html#phys334
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 401,SPECIAL PROBLEMS,,https://www.washington.edu/students/crscat/phys.html#phys401
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,19233,PAT,,https://www.washington.edu/students/maps/map.cgi?PAT
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 402,SPECIAL PROBLEMS,,https://www.washington.edu/students/crscat/phys.html#phys402
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 403,SPECIAL PROBLEMS,,https://www.washington.edu/students/crscat/phys.html#phys403
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 408,PHYS BY INQUIRY II,NW,https://www.washington.edu/students/crscat/phys.html#phys408
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 423,CONTEMP COND MATTER,NW,https://www.washington.edu/students/crscat/phys.html#phys423
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 429,BIOPHYSICS,,https://www.washington.edu/students/crscat/phys.html#phys429
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 431,MODERN PHYSICS LAB,NW,https://www.washington.edu/students/crscat/phys.html#phys431
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 441,QUANTUM PHYSICS,NW,https://www.washington.edu/students/crscat/phys.html#phys441
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 486,H-SR HONORS SEMINAR,NW,https://www.washington.edu/students/crscat/phys.html#phys486
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,19243,ARC,,https://www.washington.edu/students/maps/map.cgi?ARC
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 495,SEM CURRENT PROBS,NW,https://www.washington.edu/students/crscat/phys.html#phys495
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 499,UNDERGRAD RESEARCH,,https://www.washington.edu/students/crscat/phys.html#phys499
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 501,TEACHING PHYSICS,,https://www.washington.edu/students/crscat/phys.html#phys501
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 502,TEACHING PHYSICS,,https://www.washington.edu/students/crscat/phys.html#phys502
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 503,TEACHING PHYSICS,,https://www.washington.edu/students/crscat/phys.html#phys503
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 514,ELECTRMAG & RELTVTY,,https://www.washington.edu/students/crscat/phys.html#phys514
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,19250,KNE,,https://www.washington.edu/students/maps/map.cgi?KNE
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 518,QUANTUM MECHANICS,,https://www.washington.edu/students/crscat/phys.html#phys518
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,19251,ARC,,https://www.washington.edu/students/maps/map.cgi?ARC
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 525,STATISTICAL MECH,,https://www.washington.edu/students/crscat/phys.html#phys525
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,19252,SMI,,https://www.washington.edu/students/maps/map.cgi?SMI
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 545,CONTEMPORARY OPTICS,,https://www.washington.edu/students/crscat/phys.html#phys545
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 550,ATOMIC PHYSICS,,https://www.washington.edu/students/crscat/phys.html#phys550
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 557,HIGH ENERGY PHYSICS,,https://www.washington.edu/students/crscat/phys.html#phys557
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,19256,GWN,,https://www.washington.edu/students/maps/map.cgi?GWN
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 560,THRTCL NUCLEAR PHYS,,https://www.washington.edu/students/crscat/phys.html#phys560
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,19257,ARC,,https://www.washington.edu/students/maps/map.cgi?ARC
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 567,THEORY OF SOLIDS,,https://www.washington.edu/students/crscat/phys.html#phys567
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,19258,KNE,,https://www.washington.edu/students/maps/map.cgi?KNE
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 571,QUANTUM FIELD THRY,,https://www.washington.edu/students/crscat/phys.html#phys571
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,19259,PCAR,,https://www.washington.edu/students/maps/map.cgi?PCAR
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 576,SEL TPC EXPRMTL PHY,,https://www.washington.edu/students/crscat/phys.html#phys576
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,19260,GWN,,https://www.washington.edu/students/maps/map.cgi?GWN
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 578,SEL TPC THRTCL PHYS,,https://www.washington.edu/students/crscat/phys.html#phys578
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,19261,KNE,,https://www.washington.edu/students/maps/map.cgi?KNE
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 580,PHYSICS COLLOQUIUM,,https://www.washington.edu/students/crscat/phys.html#phys580
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 582,SEM PARTICLE THEORY,,https://www.washington.edu/students/crscat/phys.html#phys582
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 585,SMNR EXP NUC PHYS,,https://www.washington.edu/students/crscat/phys.html#phys585
Physics (PHYS),https://www.washington.edu/students/timeschd/WIN2021/phys.html,PHYS 586,SMNR CONDENSED MATT,,https://www.washington.edu/students/crscat/phys.html#phys586
