department_name,department_url,department_course_num,department_course_name,department_course_credit_type,department_course_url
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 425,VIOLONCELLO,VLPA,https://www.washington.edu/students/crscat/musicp.html#musicp425
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 426,DOUBLE BASS,VLPA,https://www.washington.edu/students/crscat/musicp.html#musicp426
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 427,FLUTE,VLPA,https://www.washington.edu/students/crscat/musicp.html#musicp427
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 428,OBOE,VLPA,https://www.washington.edu/students/crscat/musicp.html#musicp428
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 429,CLARINET,VLPA,https://www.washington.edu/students/crscat/musicp.html#musicp429
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 430,BASSOON,VLPA,https://www.washington.edu/students/crscat/musicp.html#musicp430
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 431,SAXOPHONE,VLPA,https://www.washington.edu/students/crscat/musicp.html#musicp431
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 432,HORN,VLPA,https://www.washington.edu/students/crscat/musicp.html#musicp432
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 433,TRUMPET,VLPA,https://www.washington.edu/students/crscat/musicp.html#musicp433
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 434,TROMBONE,VLPA,https://www.washington.edu/students/crscat/musicp.html#musicp434
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 435,TUBA,VLPA,https://www.washington.edu/students/crscat/musicp.html#musicp435
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 436,HARP,VLPA,https://www.washington.edu/students/crscat/musicp.html#musicp436
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 437,PERCUSSION,VLPA,https://www.washington.edu/students/crscat/musicp.html#musicp437
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 438,GUITAR,VLPA,https://www.washington.edu/students/crscat/musicp.html#musicp438
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 439,VIOLA DA GAMBA,VLPA,https://www.washington.edu/students/crscat/musicp.html#musicp439
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 440,TIMPANI,VLPA,https://www.washington.edu/students/crscat/musicp.html#musicp440
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 441,MALLET PERCUSSION,VLPA,https://www.washington.edu/students/crscat/musicp.html#musicp441
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 463,PRIVT INSTRCT-VIOLA,VLPA,https://www.washington.edu/students/crscat/musicp.html#musicp463
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 494,JAZZ PRVAT INSTRUCT,VLPA,https://www.washington.edu/students/crscat/musicp.html#musicp494
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 495,IMPROV-PRVT INSTRCT,VLPA,https://www.washington.edu/students/crscat/musicp.html#musicp495
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 500,VOICE: NON-MAJORS,,https://www.washington.edu/students/crscat/musicp.html#musicp500
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 501,PIANO: NON-MAJORS,,https://www.washington.edu/students/crscat/musicp.html#musicp501
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 502,ORGAN: NON-MAJORS,,https://www.washington.edu/students/crscat/musicp.html#musicp502
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 503,HARPSICHORD: NON-MAJ,,https://www.washington.edu/students/crscat/musicp.html#musicp503
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 504,VIOLIN: NON-MAJORS,,https://www.washington.edu/students/crscat/musicp.html#musicp504
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 505,VIOLONCELLO:NON-MAJ,,https://www.washington.edu/students/crscat/musicp.html#musicp505
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 506,DOUBLE BASS:NON-MAJ,,https://www.washington.edu/students/crscat/musicp.html#musicp506
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 507,FLUTE: NON-MAJORS,,https://www.washington.edu/students/crscat/musicp.html#musicp507
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 508,OBOE: NON-MAJORS,,https://www.washington.edu/students/crscat/musicp.html#musicp508
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 509,CLARINET: NON-MAJORS,,https://www.washington.edu/students/crscat/musicp.html#musicp509
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 510,BASSOON: NON-MAJORS,,https://www.washington.edu/students/crscat/musicp.html#musicp510
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 511,SAXOPHONE:NON-MAJORS,,https://www.washington.edu/students/crscat/musicp.html#musicp511
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 512,HORN: NON-MAJORS,,https://www.washington.edu/students/crscat/musicp.html#musicp512
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 513,TRUMPET: NON-MAJORS,,https://www.washington.edu/students/crscat/musicp.html#musicp513
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 514,TROMBONE: NON-MAJORS,,https://www.washington.edu/students/crscat/musicp.html#musicp514
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 515,TUBA: NON-MAJORS,,https://www.washington.edu/students/crscat/musicp.html#musicp515
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 516,HARP: NON-MAJORS,,https://www.washington.edu/students/crscat/musicp.html#musicp516
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 517,PERCUSSION: NON-MAJ,,https://www.washington.edu/students/crscat/musicp.html#musicp517
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 518,GUITAR: NON-MAJORS,,https://www.washington.edu/students/crscat/musicp.html#musicp518
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 519,VIOLA DA GAMBA:NONMJ,,https://www.washington.edu/students/crscat/musicp.html#musicp519
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 520,VOICE,,https://www.washington.edu/students/crscat/musicp.html#musicp520
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 521,PIANO,,https://www.washington.edu/students/crscat/musicp.html#musicp521
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 522,ORGAN,,https://www.washington.edu/students/crscat/musicp.html#musicp522
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 523,HARPSICHORD,,https://www.washington.edu/students/crscat/musicp.html#musicp523
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 524,PRIV INSTR-VIOLIN,,https://www.washington.edu/students/crscat/musicp.html#musicp524
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 525,VIOLONCELLO,,https://www.washington.edu/students/crscat/musicp.html#musicp525
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 526,DOUBLE BASS,,https://www.washington.edu/students/crscat/musicp.html#musicp526
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 527,FLUTE,,https://www.washington.edu/students/crscat/musicp.html#musicp527
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 528,OBOE,,https://www.washington.edu/students/crscat/musicp.html#musicp528
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 529,CLARINET,,https://www.washington.edu/students/crscat/musicp.html#musicp529
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 530,BASSOON,,https://www.washington.edu/students/crscat/musicp.html#musicp530
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 531,SAXOPHONE,,https://www.washington.edu/students/crscat/musicp.html#musicp531
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 532,HORN,,https://www.washington.edu/students/crscat/musicp.html#musicp532
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 533,TRUMPET,,https://www.washington.edu/students/crscat/musicp.html#musicp533
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 534,TROMBONE,,https://www.washington.edu/students/crscat/musicp.html#musicp534
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 535,TUBA,,https://www.washington.edu/students/crscat/musicp.html#musicp535
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 536,HARP,,https://www.washington.edu/students/crscat/musicp.html#musicp536
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 537,PERCUSSION,,https://www.washington.edu/students/crscat/musicp.html#musicp537
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 538,GUITAR,,https://www.washington.edu/students/crscat/musicp.html#musicp538
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 540,TIMPANI,,https://www.washington.edu/students/crscat/musicp.html#musicp540
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 541,MALLET PERCUSSION,,https://www.washington.edu/students/crscat/musicp.html#musicp541
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 542,VIOLA DA GAMBA,,https://www.washington.edu/students/crscat/musicp.html#musicp542
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 543,VIOLA: NON-MAJORS,,https://www.washington.edu/students/crscat/musicp.html#musicp543
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 563,PRIVT INSTRCT-VIOLA,,https://www.washington.edu/students/crscat/musicp.html#musicp563
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 570,VOICE,,https://www.washington.edu/students/crscat/musicp.html#musicp570
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 571,PIANO,,https://www.washington.edu/students/crscat/musicp.html#musicp571
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 572,ORGAN,,https://www.washington.edu/students/crscat/musicp.html#musicp572
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 573,HARPSICHORD,,https://www.washington.edu/students/crscat/musicp.html#musicp573
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 574,PRIV INSTR-VIOLIN,,https://www.washington.edu/students/crscat/musicp.html#musicp574
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 575,VIOLONCELLO,,https://www.washington.edu/students/crscat/musicp.html#musicp575
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 576,DOUBLE BASS,,https://www.washington.edu/students/crscat/musicp.html#musicp576
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 577,FLUTE,,https://www.washington.edu/students/crscat/musicp.html#musicp577
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 578,OBOE,,https://www.washington.edu/students/crscat/musicp.html#musicp578
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 579,CLARINET,,https://www.washington.edu/students/crscat/musicp.html#musicp579
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 580,BASSOON,,https://www.washington.edu/students/crscat/musicp.html#musicp580
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 581,SAXOPHONE,,https://www.washington.edu/students/crscat/musicp.html#musicp581
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 582,HORN,,https://www.washington.edu/students/crscat/musicp.html#musicp582
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 583,TRUMPET,,https://www.washington.edu/students/crscat/musicp.html#musicp583
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 584,TROMBONE,,https://www.washington.edu/students/crscat/musicp.html#musicp584
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 585,TUBA,,https://www.washington.edu/students/crscat/musicp.html#musicp585
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 586,HARP,,https://www.washington.edu/students/crscat/musicp.html#musicp586
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 587,PERCUSSION,,https://www.washington.edu/students/crscat/musicp.html#musicp587
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 588,GUITAR,,https://www.washington.edu/students/crscat/musicp.html#musicp588
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 590,TIMPANI,,https://www.washington.edu/students/crscat/musicp.html#musicp590
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 591,MALLET PERCUSSION,,https://www.washington.edu/students/crscat/musicp.html#musicp591
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 592,VIOLA DA GAMBA,,https://www.washington.edu/students/crscat/musicp.html#musicp592
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 593,PRIVT INSTRCT-VIOLA,,https://www.washington.edu/students/crscat/musicp.html#musicp593
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 594,JAZZ PRVAT INSTRUCT,,https://www.washington.edu/students/crscat/musicp.html#musicp594
Music Performance (MUSICP),https://www.washington.edu/students/timeschd/WIN2021/musicp.html,MUSICP 595,IMPROV-PRVT INSTRCT,,https://www.washington.edu/students/crscat/musicp.html#musicp595
Arabic (ARAB),https://www.washington.edu/students/timeschd/WIN2021/arabic.html,ARAB 102,ELEMENTARY ARABIC,,https://www.washington.edu/students/crscat/arabic.html#arab102
Arabic (ARAB),https://www.washington.edu/students/timeschd/WIN2021/arabic.html,ARAB 202,INTERMED ARABIC,VLPA,https://www.washington.edu/students/crscat/arabic.html#arab202
Arabic (ARAB),https://www.washington.edu/students/timeschd/WIN2021/arabic.html,ARAB 402,ARAB MEDIA,,https://www.washington.edu/students/crscat/arabic.html#arab402
Arabic (ARAB),https://www.washington.edu/students/timeschd/WIN2021/arabic.html,ARAB 490,SUPERVISED STUDY,,https://www.washington.edu/students/crscat/arabic.html#arab490
Arabic (ARAB),https://www.washington.edu/students/timeschd/WIN2021/arabic.html,ARAB 496,SPEC ST IN ARABIC,VLPA,https://www.washington.edu/students/crscat/arabic.html#arab496
Arabic (ARAB),https://www.washington.edu/students/timeschd/WIN2021/arabic.html,ARAB 499,UNDERGRAD RESEARCH,,https://www.washington.edu/students/crscat/arabic.html#arab499
Arabic (ARAB),https://www.washington.edu/students/timeschd/WIN2021/arabic.html,ARAB 512,ELEMENTARY ARABIC,,https://www.washington.edu/students/crscat/arabic.html#arab512
Arabic (ARAB),https://www.washington.edu/students/timeschd/WIN2021/arabic.html,ARAB 522,INTERMEDIATE ARABIC,,https://www.washington.edu/students/crscat/arabic.html#arab522
Arabic (ARAB),https://www.washington.edu/students/timeschd/WIN2021/arabic.html,ARAB 542,ARAB MEDIA,,https://www.washington.edu/students/crscat/arabic.html#arab542
Arabic (ARAB),https://www.washington.edu/students/timeschd/WIN2021/arabic.html,ARAB 600,INDEPNDNT STDY/RSCH,,https://www.washington.edu/students/crscat/arabic.html#arab600
Aramaic (ARAMIC),https://www.washington.edu/students/timeschd/WIN2021/aramic.html,,,,
Coptic (COPTIC),https://www.washington.edu/students/timeschd/WIN2021/coptic.html,,,,
Egyptian (EGYPT),https://www.washington.edu/students/timeschd/WIN2021/egypt.html,EGYPT 102,HGLYPHIC EGYPTIAN 2,,https://www.washington.edu/students/crscat/egypt.html#egypt102
Egyptian (EGYPT),https://www.washington.edu/students/timeschd/WIN2021/egypt.html,EGYPT 512,HGLYPHIC EGYPTIAN 2,,https://www.washington.edu/students/crscat/egypt.html#egypt512
Ge'ez (GEEZ),https://www.washington.edu/students/timeschd/WIN2021/geez.html,,,,
Hebrew (HEBR),https://www.washington.edu/students/timeschd/WIN2021/hebrew.html,,,,
Biblical Hebrew (BIBHEB),https://www.washington.edu/students/timeschd/WIN2021/bibheb.html,BIBHEB 102,ELEM BIBLICAL HEBRE,,https://www.washington.edu/students/crscat/bibheb.html#bibheb102
Biblical Hebrew (BIBHEB),https://www.washington.edu/students/timeschd/WIN2021/bibheb.html,BIBHEB 490,SUPERVISED STUDY,,https://www.washington.edu/students/crscat/bibheb.html#bibheb490
Biblical Hebrew (BIBHEB),https://www.washington.edu/students/timeschd/WIN2021/bibheb.html,BIBHEB 499,UNDERGRAD RESEARCH,,https://www.washington.edu/students/crscat/bibheb.html#bibheb499
Biblical Hebrew (BIBHEB),https://www.washington.edu/students/timeschd/WIN2021/bibheb.html,BIBHEB 512,ELEM BIBLICAL HEBR,,https://www.washington.edu/students/crscat/bibheb.html#bibheb512
Biblical Hebrew (BIBHEB),https://www.washington.edu/students/timeschd/WIN2021/bibheb.html,BIBHEB 600,INDEPNDNT STDY/RSCH,,https://www.washington.edu/students/crscat/bibheb.html#bibheb600
Modern Hebrew (MODHEB),https://www.washington.edu/students/timeschd/WIN2021/modheb.html,MODHEB 102,ELEM MODERN HEBREW,,https://www.washington.edu/students/crscat/modheb.html#modheb102
Modern Hebrew (MODHEB),https://www.washington.edu/students/timeschd/WIN2021/modheb.html,MODHEB 202,INTERMED MOD HEBREW,VLPA,https://www.washington.edu/students/crscat/modheb.html#modheb202
Modern Hebrew (MODHEB),https://www.washington.edu/students/timeschd/WIN2021/modheb.html,MODHEB 490,SUPERVISED STUDY,,https://www.washington.edu/students/crscat/modheb.html#modheb490
Modern Hebrew (MODHEB),https://www.washington.edu/students/timeschd/WIN2021/modheb.html,MODHEB 499,UNDERGRAD RESEARCH,,https://www.washington.edu/students/crscat/modheb.html#modheb499
Modern Hebrew (MODHEB),https://www.washington.edu/students/timeschd/WIN2021/modheb.html,MODHEB 512,ELEM MODERN HEBREW,,https://www.washington.edu/students/crscat/modheb.html#modheb512
Modern Hebrew (MODHEB),https://www.washington.edu/students/timeschd/WIN2021/modheb.html,MODHEB 522,INTERMED MOD HEBREW,,https://www.washington.edu/students/crscat/modheb.html#modheb522
Modern Hebrew (MODHEB),https://www.washington.edu/students/timeschd/WIN2021/modheb.html,MODHEB 600,INDEPNDNT STDY/RSCH,,https://www.washington.edu/students/crscat/modheb.html#modheb600
Near Eastern Languages and Civilization (NEAR E),https://www.washington.edu/students/timeschd/WIN2021/neareast.html,NEAR E 201,ANCIENT NEAR EAST,VLPA/I&S,https://www.washington.edu/students/crscat/neareast.html#neare201
Near Eastern Languages and Civilization (NEAR E),https://www.washington.edu/students/timeschd/WIN2021/neareast.html,NEAR E 229,ISLAMIC CIVILZATION,VLPA/I&S,https://www.washington.edu/students/crscat/neareast.html#neare229
Near Eastern Languages and Civilization (NEAR E),https://www.washington.edu/students/timeschd/WIN2021/neareast.html,NEAR E 288,HORN OF AFRICA,"I&S,DIV",https://www.washington.edu/students/crscat/neareast.html#neare288
Near Eastern Languages and Civilization (NEAR E),https://www.washington.edu/students/timeschd/WIN2021/neareast.html,NEAR E 296,SPECIAL STUDIES,I&S,https://www.washington.edu/students/crscat/neareast.html#neare296
Near Eastern Languages and Civilization (NEAR E),https://www.washington.edu/students/timeschd/WIN2021/neareast.html,NEAR E 312,MID EAST DEST HERIT,I&S,https://www.washington.edu/students/crscat/neareast.html#neare312
Near Eastern Languages and Civilization (NEAR E),https://www.washington.edu/students/timeschd/WIN2021/neareast.html,NEAR E 328,BIOETHICS PERSP,"I&S,DIV",https://www.washington.edu/students/crscat/neareast.html#neare328
Near Eastern Languages and Civilization (NEAR E),https://www.washington.edu/students/timeschd/WIN2021/neareast.html,NEAR E 329,CLAS ARAB LIT TRANS,VLPA,https://www.washington.edu/students/crscat/neareast.html#neare329
Near Eastern Languages and Civilization (NEAR E),https://www.washington.edu/students/timeschd/WIN2021/neareast.html,NEAR E 335,LANGUAGE IDENTITY,VLPA/I&S,https://www.washington.edu/students/crscat/neareast.html#neare335
Near Eastern Languages and Civilization (NEAR E),https://www.washington.edu/students/timeschd/WIN2021/neareast.html,NEAR E 358,ISLAM IN CHINA,I&S,https://www.washington.edu/students/crscat/neareast.html#neare358
Near Eastern Languages and Civilization (NEAR E),https://www.washington.edu/students/timeschd/WIN2021/neareast.html,NEAR E 429,ISLAMIC MYSTIC LIT,VLPA,https://www.washington.edu/students/crscat/neareast.html#neare429
Near Eastern Languages and Civilization (NEAR E),https://www.washington.edu/students/timeschd/WIN2021/neareast.html,NEAR E 430,CLAS MUSLIM WRITING,VLPA/I&S,https://www.washington.edu/students/crscat/neareast.html#neare430
Near Eastern Languages and Civilization (NEAR E),https://www.washington.edu/students/timeschd/WIN2021/neareast.html,NEAR E 490,SUPERVISED STUDY,,https://www.washington.edu/students/crscat/neareast.html#neare490
Near Eastern Languages and Civilization (NEAR E),https://www.washington.edu/students/timeschd/WIN2021/neareast.html,NEAR E 498,SENIOR ESSAY,VLPA/I&S,https://www.washington.edu/students/crscat/neareast.html#neare498
Near Eastern Languages and Civilization (NEAR E),https://www.washington.edu/students/timeschd/WIN2021/neareast.html,NEAR E 499,UNDERGRAD RESEARCH,,https://www.washington.edu/students/crscat/neareast.html#neare499
Near Eastern Languages and Civilization (NEAR E),https://www.washington.edu/students/timeschd/WIN2021/neareast.html,NEAR E 529,CLAS ARAB LIT TRANS,,https://www.washington.edu/students/crscat/neareast.html#neare529
Near Eastern Languages and Civilization (NEAR E),https://www.washington.edu/students/timeschd/WIN2021/neareast.html,NEAR E 535,LANGUAGE IDENTITY,VLPA/I&S,https://www.washington.edu/students/crscat/neareast.html#neare535
Near Eastern Languages and Civilization (NEAR E),https://www.washington.edu/students/timeschd/WIN2021/neareast.html,NEAR E 536,ISLAMIC LAW,,https://www.washington.edu/students/crscat/neareast.html#neare536
Near Eastern Languages and Civilization (NEAR E),https://www.washington.edu/students/timeschd/WIN2021/neareast.html,NEAR E 559,ISLAM IN CHINA,,https://www.washington.edu/students/crscat/neareast.html#neare559
Near Eastern Languages and Civilization (NEAR E),https://www.washington.edu/students/timeschd/WIN2021/neareast.html,NEAR E 600,INDEPNDNT STDY/RSCH,,https://www.washington.edu/students/crscat/neareast.html#neare600
Near Eastern Languages and Civilization (NEAR E),https://www.washington.edu/students/timeschd/WIN2021/neareast.html,NEAR E 700,MASTER'S THESIS,,https://www.washington.edu/students/crscat/neareast.html#neare700
Persian (PRSAN),https://www.washington.edu/students/timeschd/WIN2021/persian.html,PRSAN 102,ELEMENTARY PERSIAN,,https://www.washington.edu/students/crscat/persian.html#prsan102
Persian (PRSAN),https://www.washington.edu/students/timeschd/WIN2021/persian.html,PRSAN 202,INTERMED PERSIAN,VLPA,https://www.washington.edu/students/crscat/persian.html#prsan202
Persian (PRSAN),https://www.washington.edu/students/timeschd/WIN2021/persian.html,PRSAN 455,THE PERSIAN GHAZAL,VLPA,https://www.washington.edu/students/crscat/persian.html#prsan455
Persian (PRSAN),https://www.washington.edu/students/timeschd/WIN2021/persian.html,PRSAN 490,SUPERVISED STUDY,,https://www.washington.edu/students/crscat/persian.html#prsan490
Persian (PRSAN),https://www.washington.edu/students/timeschd/WIN2021/persian.html,PRSAN 499,UNDERGRAD RESEARCH,,https://www.washington.edu/students/crscat/persian.html#prsan499
Persian (PRSAN),https://www.washington.edu/students/timeschd/WIN2021/persian.html,PRSAN 512,ELEMENTARY PERSIAN,,https://www.washington.edu/students/crscat/persian.html#prsan512
Persian (PRSAN),https://www.washington.edu/students/timeschd/WIN2021/persian.html,PRSAN 522,INTERMED PERSIAN,,https://www.washington.edu/students/crscat/persian.html#prsan522
Persian (PRSAN),https://www.washington.edu/students/timeschd/WIN2021/persian.html,PRSAN 600,INDEPNDNT STDY/RSCH,,https://www.washington.edu/students/crscat/persian.html#prsan600
Turkic (TURKIC),https://www.washington.edu/students/timeschd/WIN2021/turkc.html,TURKIC 490,SUPERVISED STUDY,,https://www.washington.edu/students/crscat/turkc.html#turkic490
Turkic (TURKIC),https://www.washington.edu/students/timeschd/WIN2021/turkc.html,TURKIC 499,UNDERGRAD RESEARCH,,https://www.washington.edu/students/crscat/turkc.html#turkic499
Turkic (TURKIC),https://www.washington.edu/students/timeschd/WIN2021/turkc.html,TURKIC 600,INDEPNDNT STDY/RES,,https://www.washington.edu/students/crscat/turkc.html#turkic600
Chagatai (CHGTAI),https://www.washington.edu/students/timeschd/WIN2021/chgtai.html,,,,
Kazakh (KAZAKH),https://www.washington.edu/students/timeschd/WIN2021/kazakh.html,KAZAKH 102,ELEMENTARY KAZAKH,,https://www.washington.edu/students/crscat/kazakh.html#kazakh102
Kyrgyz (KYRGYZ),https://www.washington.edu/students/timeschd/WIN2021/kyrgyz.html,,,,
Uygur (UYGUR),https://www.washington.edu/students/timeschd/WIN2021/uygur.html,,,,
Uzbek (UZBEK),https://www.washington.edu/students/timeschd/WIN2021/uzbek.html,,,,
Turkish (TKISH),https://www.washington.edu/students/timeschd/WIN2021/turkish.html,TKISH 102,ELEMENTARY TURKISH,,https://www.washington.edu/students/crscat/turkish.html#tkish102
Turkish (TKISH),https://www.washington.edu/students/timeschd/WIN2021/turkish.html,TKISH 202,INTERMED TURKISH,VLPA,https://www.washington.edu/students/crscat/turkish.html#tkish202
Turkish (TKISH),https://www.washington.edu/students/timeschd/WIN2021/turkish.html,TKISH 402,MOD TKISH POP SONGS,VLPA,https://www.washington.edu/students/crscat/turkish.html#tkish402
Turkish (TKISH),https://www.washington.edu/students/timeschd/WIN2021/turkish.html,TKISH 490,SUPERVISED STUDY,,https://www.washington.edu/students/crscat/turkish.html#tkish490
